title,series,author,genres,pages,publishDate,publishYear,rating,likedPercent,price
The Valley of Vision: A Collection of Puritan Prayers and Devotions,standalone,Arthur Bennett,"['Christian', 'Prayer', 'Theology', 'Christianity', 'Nonfiction', 'Christian Living', 'Faith', 'Poetry', 'Spirituality', 'Religion']",223,November 1st 1975,1975,4.55,97.0,14.91
A Light on the Hill,Cities of Refuge,Connilyn Cossette,"['Christian Fiction', 'Biblical Fiction', 'Historical Fiction', 'Christian', 'Romance', 'Historical', 'Fiction', 'Christian Historical Fiction', 'Biblical', 'Historical Romance']",323,February 6th 2018,2018,4.55,99.0,11.90
The Unabridged Edgar Allan Poe,standalone,Edgar Allan Poe,"['Classics', 'Horror', 'Fiction', 'Poetry', 'Short Stories', 'Mystery', 'Fantasy', 'Gothic', 'Literature', 'Adult']",1178,December 1st 1983,1983,4.55,98.0,3.72
"Yotsuba&!, Vol. 7",Yotsuba&!,Kiyohiko Azuma,"['Manga', 'Comics', 'Fiction', 'Graphic Novels', 'Humor', 'Slice Of Life', 'Comedy', 'Japanese Literature', 'Graphic Novels Manga', 'Japan']",208,August 21st 2008,2008,4.55,99.0,7.65
Korval's Game,Liaden Universe,Sharon Lee,"['Science Fiction', 'Space Opera', 'Fiction', 'Fantasy', 'Adventure', 'Space', 'Romance']",829,May 3rd 2011,2011,4.55,99.0,4.59
The Riverside Shakespeare,standalone,William Shakespeare,"['Classics', 'Plays', 'Poetry', 'Drama', 'Fiction', 'Literature', 'Reference', 'Theatre', 'College', 'British Literature']",2057,1997,1997,4.55,97.0,8.72
The Original Hitchhiker Radio Scripts,standalone,Douglas Adams,"['Science Fiction', 'Humor', 'Fiction', 'Comedy', 'Plays', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Adventure', 'British Literature']",248,April 4th 1995,1995,4.55,98.0,6.05
"Morning and Evening, Based on the English Standard Version",standalone,Charles Haddon Spurgeon,"['Christian', 'Theology', 'Nonfiction', 'Christianity', 'Faith', 'Christian Living', 'Religion', 'Spirituality', 'Classics', 'Christian Non Fiction']",400,September 26th 2003,2003,4.55,98.0,15.38
Bluestar's Prophecy,Warriors Super Edition,Erin Hunter,"['Fantasy', 'Animals', 'Fiction', 'Childrens', 'Middle Grade', 'Cats', 'Young Adult', 'Adventure', 'Animal Fiction', 'Romance']",516,July 28th 2009,2009,4.55,98.0,2.43
The King's Scrolls,Ilyon Chronicles,Jaye L. Knight,"['Fantasy', 'Christian', 'Christian Fiction', 'Adventure', 'Fiction', 'Christian Fantasy', 'Young Adult', 'Dragons', 'New Adult', 'Romance']",442,February 17th 2015,2015,4.55,99.0,15.88
Barmy,standalone,Victoria Wood,['Humor'],160,1988,1988,4.55,100.0,2.77
Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,standalone,Eric Blehm,"['Nonfiction', 'Military Fiction', 'Biography', 'War', 'History', 'Biography Memoir', 'Christian', 'Military History', 'Memoir', 'Audiobook']",256,May 22nd 2012,2012,4.55,98.0,5.22
Poems and Prose,standalone,Georg Trakl,"['Poetry', 'German Literature', 'Literature']",196,July 1st 2001,2001,4.55,98.0,7.99
The Complete Maus,Maus,Art Spiegelman,"['Graphic Novels', 'Comics', 'Nonfiction', 'History', 'Biography', 'Memoir', 'War', 'Historical', 'Holocaust', 'Graphic Novels Comics']",296,10/02/03,2003,4.55,98.0,13.84
God Loves Fun,standalone,Sri Sri Ravi Shankar,['Spirituality'],167,January 1st 1996,1996,4.55,97.0,2.05
The Empire of Gold,The Daevabad Trilogy,S.A. Chakraborty,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Audiobook', 'Mythology', 'Young Adult', 'Magic', 'Science Fiction Fantasy', 'Historical']",766,June 11th 2020,2020,4.55,99.0,12.63
Me and Him: A Guide to Recovery,standalone,Karen Tyrrell,['Self Help'],150,January 28th 2013,2013,4.55,97.0,13.86
Carrie / 'Salem's Lot / The Shining,standalone,Stephen King,"['Horror', 'Fiction', 'Classics', 'Fantasy', 'Vampires', 'Thriller', 'Paranormal', 'Collections', 'Science Fiction', 'Adult']",1096,July 2nd 2002,2002,4.55,98.0,20.36
The Wonderful World Book,standalone,Kate Petty,"['Geography', 'Nonfiction', 'Picture Books', 'Childrens']",14,August 3rd 2000,2000,4.55,97.0,8.22
Planet Earth II,standalone,Stephen Moss,"['Nonfiction', 'Nature', 'Science', 'Environment']",312,October 6th 2016,2016,4.55,100.0,1.81
Betsy Was a Junior / Betsy and Joe,Betsy-Tacy,Maud Hart Lovelace,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Middle Grade', 'Childrens Classics', 'Historical', 'Childrens', 'Teen']",640,September 29th 2009,2009,4.55,98.0,8.59
Domingo's Angel,standalone,Jenny Twist,"['Romance', 'Historical']",175,July 10th 2011,2011,4.55,95.0,65.41
The Complete Circle Series,The Circle,Ted Dekker,"['Christian Fiction', 'Fiction', 'Fantasy', 'Christian', 'Thriller', 'Novels', 'Christianity', 'Science Fiction', 'Young Adult', 'Action']",1553,September 1st 2009,2009,4.54,97.0,27.14
Working Girls,Flint,Treasure Hernandez,['African American'],250,June 1st 2008,2008,4.54,96.0,6.91
Harleen,Harleen,Stjepan Šejić,"['Comics', 'Graphic Novels', 'Dc Comics', 'Superheroes', 'Batman', 'Graphic Novels Comics', 'Adult', 'Fiction', 'Comic Book', 'Romance']",208,February 11th 2020,2020,4.54,98.0,18.10
Lowcountry Boondoggle,Liz Talbot Mystery,Susan M. Boyer,"['Mystery', 'Cozy Mystery', 'Fiction', 'Southern', 'American']",285,June 30th 2020,2020,4.54,99.0,14.78
"The Iron Fey Boxed Set: The Iron King, The Iron Daughter, The Iron Queen, The Iron Knight",The Iron Fey,Julie Kagawa,"['Fantasy', 'Romance', 'Young Adult', 'Magic', 'Fairies', 'Paranormal', 'Fae', 'Young Adult Fantasy', 'Adventure', 'Action']",1504,September 25th 2012,2012,4.54,97.0,70.57
Betsy Tacy Books-6v Boxed,standalone,Maud Hart Lovelace,"['Childrens', 'Classics']",0,September 1st 1981,1981,4.54,99.0,43.58
Death and the Dervish,standalone,Meša Selimović,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', '20th Century', 'Philosophy', 'Novels', 'Historical', 'Serbian Literature', 'Religion']",473,August 14th 1996,1996,4.54,97.0,20.04
Brief Lives,The Sandman,Neil Gaiman,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comic Book', 'Mythology', 'Urban Fantasy', 'Science Fiction Fantasy']",256,March 1st 1999,1999,4.54,99.0,10.88
Wildfire,Hidden Legacy,Ilona Andrews,"['Urban Fantasy', 'Romance', 'Fantasy', 'Paranormal', 'Magic', 'Paranormal Romance', 'Adult', 'Fiction', 'Mystery', 'Supernatural']",391,July 25th 2017,2017,4.54,99.0,8.52
The Flight of the Feathered Serpent,standalone,Armando Cosani,"['Religion', 'Spirituality', 'Nonfiction']",214,June 24th 2009,2009,4.54,92.0,213.07
Attack on Titan: Colossal Edition 1,Attack on Titan: Colossal Edition,Hajime Isayama,"['Manga', 'Graphic Novels', 'Horror', 'Fantasy', 'Comics', 'Dystopia', 'Fiction', 'Comics Manga', 'Post Apocalyptic', 'Young Adult']",944,May 27th 2014,2014,4.54,98.0,33.98
Century of the Wind,Memoria del fuego,Eduardo Galeano,"['History', 'Nonfiction', 'Spanish Literature', 'Literature', 'Latin American', 'World History', 'Latin American Literature', 'Politics', 'Latin American History', 'Poetry']",336,June 17th 1998,1998,4.54,98.0,6.35
Raja-Vidya: The King of Knowledge,standalone,A.C. Bhaktivedanta Swami Prabhupāda,"['Religion', 'Spirituality', 'Nonfiction', 'Hinduism']",120,May 1st 1998,1998,4.54,96.0,3.41
Brazen: Rebel Ladies Who Rocked the World,Les Culottées,Pénélope Bagieu,"['Graphic Novels', 'Nonfiction', 'Feminism', 'History', 'Biography', 'Comics', 'Historical', 'Graphic Novels Comics', 'LGBT', 'Womens']",296,March 6th 2018,2018,4.54,98.0,16.60
Fortitude: American Resilience in the Era of Outrage,standalone,Dan Crenshaw,"['Politics', 'Nonfiction', 'Biography', 'Self Help', 'Leadership', 'Audiobook', 'Memoir', 'Philosophy', 'Military Fiction', 'Personal Development']",256,April 7th 2020,2020,4.54,98.0,22.78
"Thank You, Mr. Falker",standalone,Patricia Polacco,"['Picture Books', 'Childrens', 'Realistic Fiction', 'School', 'Fiction', 'Inspirational', 'Teaching', 'Teachers', 'Disability', 'Juvenile']",40,May 7th 2001,2001,4.54,97.0,5.32
Walking with the Wind: A Memoir of the Movement,standalone,John Lewis,"['History', 'Nonfiction', 'Memoir', 'Biography', 'Politics', 'Race', 'Social Justice', 'Biography Memoir', 'Autobiography', 'American History']",496,October 18th 1999,1999,4.54,97.0,5.20
Fate Is the Hunter,standalone,Ernest K. Gann,"['Aviation', 'Nonfiction', 'History', 'Biography', 'Memoir', 'Adventure', 'Autobiography', 'Military Fiction', 'Biography Memoir', 'Travel']",416,1986,1986,4.54,98.0,3.09
Wolves A Photographic Celebration,standalone,Amber Rose,['Nonfiction'],539,August 20th 2008,2008,4.54,100.0,9.52
Resisting Temptation,Men of Honor,K.C. Lynn,"['Military Fiction', 'Romance', 'Contemporary Romance', 'New Adult', 'Abuse', 'Contemporary', 'Military Romance', 'Dark', 'Romantic Suspense', 'Childrens']",390,September 10th 2014,2014,4.54,98.0,5.12
Hugs from Obama: A Photographic Look Back at the Warmth and Wisdom of President Barack Obama,standalone,M. Sweeney,"['Nonfiction', 'Photography', 'Politics', 'History', 'Inspirational', 'Biography']",128,September 4th 2018,2018,4.54,97.0,7.44
Humans of New York: Stories,standalone,Brandon Stanton,"['Nonfiction', 'Photography', 'Art', 'Biography', 'Adult', 'New York', 'Short Stories', 'Inspirational', 'Sociology', 'Memoir']",428,October 13th 2015,2015,4.54,97.0,4.55
Best Little Witch-House in Arkham,standalone,Mark McLaughlin,['Horror'],220,May 31st 2013,2013,4.54,97.0,13.51
"In Search of Lost Time, Vol. 3: Sodom and Gomorrah & The Captive",À la recherche du temps perdu,Marcel Proust,"['Fiction', 'Classics', 'Literature', 'France', 'Novels']",908,June 29th 2001,2001,4.54,98.0,12.39
Dave Ramsey's Financial Peace University,standalone,Dave Ramsey,"['Finance', 'Nonfiction', 'Self Help', 'Money', 'Business', 'Personal Finance', 'Christian', 'Personal Development', 'Economics', 'Reference']",386,January 1st 2004,2004,4.54,98.0,5.22
Season of Mists,The Sandman,Neil Gaiman,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book', 'Mythology', 'Science Fiction Fantasy', 'Urban Fantasy']",217,March 10th 1999,1999,4.54,99.0,26.75
Poems of Nazım Hikmet,standalone,Nâzım Hikmet Ran,"['Poetry', 'Turkish Literature', 'Turkish', 'Literature', 'Classics', '20th Century', 'Novels', 'Politics']",288,May 17th 2002,2002,4.54,98.0,15.31
The Elephant in the Dark,standalone,Idries Shah,"['Islam', 'Spirituality']",76,June 1st 1982,1982,4.54,96.0,6.39
The Chronicles of Vladimir Tod Box Set,The Chronicles of Vladimir Tod,Heather Brewer,"['Fantasy', 'Vampires', 'Young Adult', 'Fiction', 'Paranormal']",1120,November 11th 2010,2010,4.54,96.0,15.81
"Myrtle Mae and the Mirror in the Attic (The Mae Chronicles, #1)",standalone,Joe Egly,['Fantasy'],300,June 26th 2012,2012,4.54,100.0,14.90
"ChocoMimi, Volume 3",ChocoMimi,Konami Sonoda,"['Manga', 'Graphic Novels', 'Graphic Novels Comics']",184,January 5th 2010,2010,4.54,98.0,15.42
"The Complete Peanuts, Vol. 3: 1955-1956",The Complete Peanuts,Charles M. Schulz,"['Comics', 'Humor', 'Comic Strips', 'Graphic Novels', 'Graphic Novels Comics', 'Fiction', 'Childrens', 'Comic Book', 'Cartoon', 'Classics']",325,April 17th 2005,2005,4.54,99.0,18.94
The House of Hades,The Heroes of Olympus,Rick Riordan,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', 'Urban Fantasy', 'Romance', 'Magic']",597,10/08/13,2013,4.54,98.0,8.0
"Berserk, Vol. 22",ベルセルク / Berserk,Kentaro Miura,"['Manga', 'Fantasy', 'Comics', 'Horror', 'Graphic Novels', 'Dark Fantasy', 'Fiction', 'Seinen', 'Comics Manga', 'Action']",224,April 8th 2008,2008,4.54,99.0,12.46
That Distant Land: The Collected Stories,standalone,Wendell Berry,"['Fiction', 'Short Stories', 'Classics', 'Literature', 'Novels', 'Historical Fiction', 'American', 'Audiobook', 'Literary Fiction', 'Philosophy']",448,February 24th 2005,2005,4.54,99.0,5.83
A Hero's Tale,When Women Were Warriors,Catherine M. Wilson,"['Fantasy', 'Lesbian', 'LGBT', 'Historical Fiction', 'Fiction', 'Romance', 'Queer', 'Historical', 'Adventure', 'Lesbian Romance']",310,October 1st 2008,2008,4.54,98.0,19.47
Within Reach,standalone,Robert L. Millet,"['Lds', 'Religion', 'Church', 'Nonfiction']",118,May 1st 1995,1995,4.53,99.0,3.12
